CustomerID,Recommendation,category
17817.0,"{'23389': 0.125, '20771': 0.12403473458920847, '84806B': 0.12403473458920847, '37479P': 0.12309149097933275, '37482P': 0.12309149097933275, '23480': 0.12171612389003691, '22266': 0.12104550653376049, '23141': 0.11396057645963795, '85107': 0.11396057645963795, '23245': 0.11144179967299829, '22684': 0.10830607221477648, '72801C': 0.10660035817780521, '84882': 0.10660035817780521, '84927A': 0.10660035817780521, '85160B': 0.10660035817780521, '85230F': 0.10660035817780521, '22115': 0.10586770098608783, '21530': 0.10341753799900383, '47504K': 0.10112997936948631, '20718': 0.10085458113185984}",need attention
17819.0,"{'21368': 0.1386750490563073, '23060': 0.1386750490563073, '85027L': 0.1386750490563073, '85180B': 0.1386750490563073, '22307': 0.13834289277321493, '37448': 0.13808619268474853, '85194S': 0.13693063937629152, '23428': 0.13245323570650439, '22510': 0.11470786693528087, '23416': 0.11470786693528087, '47341B': 0.11470786693528087, '21810': 0.11470786693528086, '21311': 0.11128297681493143, '23268': 0.11128297681493143, '22187': 0.10882143751650175, '85136A': 0.10814761408717502, '16216': 0.10526315789473682, '23267': 0.10526315789473682, '72817': 0.10526315789473682, '22736': 0.10495671428119792, '70006': 0.10495671428119792}",promising
17820.0,"{'23369': 0.22075539284417395, '22092': 0.1849000654084097, '84536A': 0.17660431427533912, '84536B': 0.17407765595569785, '21636': 0.16798421022632323, '20867': 0.16666666666666669, '82011B': 0.15713484026367724, '22276': 0.15408338784034142, '21929': 0.14821621529998125, '23263': 0.14611900125320154, '21132': 0.14547859349066158, '23191': 0.14279768098449105, '84968D': 0.140028008402801, '22748': 0.13957263155977062, '22411': 0.13898464132279897, '22196': 0.13608276348795434, '23567': 0.13608276348795434, '84637': 0.13608276348795434, '85211': 0.13608276348795434, '90030B': 0.13608276348795434}",loose them
17824.0,"{'22531': 0.1889822365046136, '22747': 0.18700561025246262, '21704': 0.18333969940564226, '22417': 0.18286908571803062, '23309': 0.18186457702723985, '22382': 0.18087668107535634, '46118': 0.1796053020267749, '22045': 0.1793246545758695, '21131': 0.17928429140015906, '22537': 0.17857142857142858, '21224': 0.1781741612749496, '21718': 0.17285432628057723, '23005': 0.17038855027411945, '23391': 0.17038855027411945, '23581': 0.16933350266692068, '23355': 0.16245910832216473, '72586': 0.1624591083221647, '23313': 0.1623086135160589, '23368': 0.16129032258064518, '22900': 0.15813365095036136}",need attention
17827.0,"{'22300': 0.10889310129609416, '23324': 0.10846522890932808, '23101': 0.1072112534837795, '21695': 0.10585122480499264, '21813': 0.10540925533894596, '23055': 0.10540925533894596, '84947': 0.10226199851298272, '85186C': 0.10114434748483472, '21694': 0.09901475429766744, '23043': 0.09901475429766744, '22153': 0.09901475429766743, '21265': 0.09622504486493762, '23567': 0.09622504486493762, '35598B': 0.09622504486493762, '21790': 0.09602684682780271, '21012': 0.09513029883089882, '21758': 0.09166984970282112, '23485': 0.09166984970282112, '44235': 0.09166984970282112, '84658': 0.09166984970282112}",promising
17828.0,"{'35971': 0.14294833797837264, '21108': 0.14089399073526937, '22070': 0.13975424859373686, '22475': 0.1386750490563073, '21251': 0.1369306393762915, '20775': 0.13608276348795434, '23409': 0.13608276348795434, '22788': 0.13363062095621217, '20781': 0.13130643285972254, '21307': 0.13130643285972254, '20771': 0.12909944487358058, '23137': 0.12909944487358058, '23408': 0.12909944487358058, '23536': 0.12909944487358058, '71279': 0.125, '21292': 0.12499999999999997, '21849': 0.12379689211803457, '23064': 0.12379689211803457, '23515': 0.12309149097933275, '21407': 0.12297974198582046}",promising
17829.0,"{'22922': 0.15460413650478516, '16011': 0.1543033499620919, '20713': 0.1543033499620919, '22194': 0.1543033499620919, '22915': 0.15322617553657475, '21789': 0.15314097295792223, 'M': 0.1530437097071084, '21786': 0.152008377581442, '22616': 0.1512536632190159, '21721': 0.15118578920369088, '22504': 0.1507556722888818, 'POST': 0.15051533894137553, '21025': 0.15, '22199': 0.14815943949743846, '21707': 0.14724203476646208, '22431': 0.14563278388210305, '20622': 0.1433148727800037, '21788': 0.14256648712805026, '22721': 0.14081713882673802, '48138': 0.1404359449671427}",need attention
17830.0,"{'21693': 0.12909944487358055, '84457': 0.12909944487358055, '15030': 0.125, '20657': 0.125, '22128': 0.125, '37468': 0.125, '72799C': 0.125, '85179A': 0.125, '21849': 0.12379689211803457, '23064': 0.12379689211803457, '21407': 0.12297974198582046, '22969': 0.12087957704309987, '23412': 0.11785113019775793, '22442': 0.11677484162422844, '22067': 0.11547005383792514, '23045': 0.11547005383792514, '15056P': 0.11065666703449761, '22318': 0.10741723110591492, '23043': 0.10540925533894598}",need attention
17831.0,"{'22697': 0.7906729865167307, '22699': 0.7182945189454087, '23172': 0.48850421045919723, '22423': 0.4342913802923268, '23170': 0.4234550152051399, '23171': 0.42106031133597926, '23175': 0.3856946079199351, '23173': 0.3679277130598737, '23174': 0.34269245313855023, '23164': 0.2552798603558279, '23245': 0.24165717358632358, '47566': 0.2288278542733268, '23160': 0.21759706994462233, '23161': 0.2090605025017727, '22960': 0.20204102777171554, '23163': 0.1979385650733882, '84879': 0.19103395503900072, '22969': 0.17883167104796532, '22961': 0.17811310438997394, '85123A': 0.1765549363041081}",loose them
17832.0,"{'22668': 0.15026130622691206, '20832': 0.14907119849998599, '23197': 0.14907119849998599, '23552': 0.14907119849998599, '84985A': 0.14907119849998599, '21815': 0.14907119849998596, '22060': 0.1485562705416415, '21209': 0.14852213144650117, '72807C': 0.14433756729740643, '22212': 0.14408763192842225, '84929': 0.1438389904456152, '22541': 0.14322297480788657, '22336': 0.14301938838683884, '85170D': 0.14269544824634822, '17136A': 0.1414213562373095, '35095A': 0.13483997249264842, '23179': 0.1341640786499874, '79302M': 0.1333333333333333, '22538': 0.12524485821702988, '21905': 0.11952286093343936}",need attention
17835.0,"{'21425': 0.1414213562373095, '85064': 0.1414213562373095, '90094': 0.1414213562373095, '82484': 0.14104313641214175, '20765': 0.1408939907352694, '23326': 0.13957263155977065, '23380': 0.1392621247645583, '23494': 0.1392621247645583, '16014': 0.13912166872805048, '21167': 0.13912166872805048, '21329': 0.13912166872805048, '21807': 0.13912166872805048, '21272': 0.13856849886842332, '21032': 0.13608276348795434, '21369': 0.13608276348795434, '21846': 0.13608276348795434, '23058': 0.13608276348795434, '84931B': 0.13608276348795434, '20996': 0.1328422328310143, '23381': 0.1305582419667734, '21991': 0.1293016367670472}",need attention
17836.0,"{'85099B': 0.1408295316607445, '21846': 0.140028008402801, '21365': 0.140028008402801, '23427': 0.140028008402801, '84993A': 0.140028008402801, '22440': 0.13918454046250336, '23060': 0.1386750490563073, '22197': 0.13837846458875086, '23322': 0.13825031590233278, '23294': 0.13801311186847087, '21355': 0.1377056581888109, '21098': 0.13769776380647356, '35914': 0.13750477455423168, '23412': 0.13608276348795437, '35964': 0.13608276348795434, '84821': 0.13608276348795434, '85094': 0.13245323570650439, '23125': 0.12909944487358058, '23227': 0.12909944487358058, '21807': 0.12909944487358055}",need attention
17837.0,"{'22825': 0.12561485860426552, '21257': 0.12442416956500056, '22426': 0.12442416956500056, '46000U': 0.12424730498438734, '23514': 0.12403473458920845, '22517': 0.1233534278728621, '23320': 0.12171612389003691, '23318': 0.11952286093343936, '23390': 0.11744404390294069, '23366': 0.11677484162422844, '23399': 0.11677484162422844, '23420': 0.11180339887498948, '23421': 0.11180339887498948, '23044': 0.11180339887498948, '23389': 0.11180339887498948, '23501': 0.11180339887498948, '23040': 0.10540925533894598, '23047': 0.10540925533894598, '23358': 0.1, '23559': 0.1}",promising
17838.0,"{'21917': 0.16317848796612633, '21284': 0.16239245061540775, '16048': 0.16222142113076254, '21664': 0.1619552660357832, '22037': 0.16126996763903717, '85213': 0.15811388300841897, '22559': 0.15751230612964334, '22820': 0.15713484026367724, '21028': 0.15713484026367724, '21815': 0.15713484026367724, '22166': 0.15713484026367724, '72799F': 0.15713484026367724, '84563A': 0.15713484026367724, '22324': 0.1543033499620919, '84352': 0.1543033499620919, '35971': 0.15396007178390023, '22033': 0.15309310892394865, '21851': 0.15118578920369088, '22196': 0.150613606286896, '21293': 0.1478442541909146}",promising
17839.0,"{'21591': 0.14414999403128942, '23365': 0.1440046082211958, '35954': 0.14301938838683886, '79191B': 0.14301938838683886, '22165': 0.1417366773784602, '21689': 0.14173667737846019, '21738': 0.14173667737846019, '23060': 0.1386750490563073, '21557': 0.13834289277321493, '21775': 0.13834289277321493, '21447': 0.13636363636363635, '21662': 0.13636363636363635, '85053': 0.13636363636363635, '85145': 0.13636363636363635, '35964': 0.13608276348795434, '84821': 0.13608276348795434, '21069': 0.1353825902684706, '21818': 0.13346521599003872, '22081': 0.13273296830047474, '21807': 0.12909944487358055}",need attention
17841.0,"{'17021': 0.1386750490563073, '21382': 0.13623731522826651, '23047': 0.13608276348795434, '21116': 0.13524203070138519, '75049L': 0.1342312110428049, '22801': 0.13417456144710072, '20866': 0.1336306209562122, '23421': 0.1336306209562122, '21246': 0.13093073414159545, '84559A': 0.12964074471043288, '23413': 0.12909944487358058, '21693': 0.12909944487358055, '71279': 0.12598815766974242, '22207': 0.12493900951088487, '22280': 0.12379689211803457, '23445': 0.12309149097933275, '23334': 0.11952286093343936, '23460': 0.11744404390294068, '22322': 0.11677484162422844, '21586': 0.11572751247156896}",champion
17843.0,"{'17129F': 0.1386750490563073, '84637': 0.1386750490563073, '84989A': 0.1386750490563073, '16258A': 0.13801311186847084, '21676': 0.13801311186847084, '22753': 0.13801311186847084, '79302M': 0.13801311186847084, '21822': 0.13608276348795434, '21849': 0.13608276348795434, '23047': 0.13608276348795434, '75049L': 0.1342312110428049, '21224': 0.1336306209562122, '37450': 0.1336306209562122, '22060': 0.13333333333333333, '23161': 0.13074409009212268, '22136': 0.1259881576697424, '84596L': 0.12379689211803457, '23487': 0.1178511301977579, '35598D': 0.1178511301977579, '90200E': 0.1178511301977579}",need attention
17844.0,"{'23345': 0.21337295339704915, '23308': 0.20141487362769014, '23245': 0.19217792145661128, '23417': 0.18569533817705186, '22950': 0.18406877833129467, '23347': 0.18041543379727912, '22993': 0.1777786736161327, '23236': 0.16984988783628396, '23285': 0.1690165644350117, '23328': 0.16766318775371092, '23360': 0.16712580435934668, '23380': 0.16712580435934665, '23243': 0.1654792045544075, '22952': 0.16522363806281665, '23021': 0.15001172012346986, '22951': 0.14889955630316837, '23188': 0.14792109719230398, '23240': 0.14524822344353167, '21212': 0.14288314506754607, '84991': 0.1417044050864646}",loose them
17848.0,"{'22047': 0.14699525800946367, '22208': 0.14687761472690508, '22932': 0.14543050934011967, '22733': 0.14433756729740646, '84678': 0.14433756729740646, '22440': 0.13918454046250336, '22197': 0.13837846458875086, '21098': 0.13769776380647356, '21219': 0.13693063937629155, '84823': 0.13693063937629155, '22610': 0.13518451760896882, '22353': 0.1336306209562122, '22587': 0.1328735008631835, '22817': 0.12858612496840993, '10120': 0.11785113019775795, '21722': 0.11785113019775795, '84985A': 0.11785113019775795, '21828': 0.11785113019775793, '84012': 0.11785113019775793, '22746': 0.11624763874381928}",need attention
17849.0,"{'22577': 0.16422818311658516, '84596B': 0.16422818311658516, '22073': 0.16413304107465318, '21232': 0.16312566530099706, '82580': 0.16312056737588657, '22197': 0.16258808563303515, '22851': 0.16101827902747456, '47566': 0.16088003178387073, '23301': 0.15986704590372278, '21592': 0.15910888793170552, '20751': 0.15862879350424178, '22367': 0.15808332255973429, '22092': 0.15794943794779692, '22988': 0.15746817074007305, '22308': 0.15488061853247326, '84509B': 0.15488061853247326, '23235': 0.15474611514754322, '21197': 0.1516196087157807, '22060': 0.1485562705416415, '22396': 0.1399731277389636}",need attention
17850.0,"{'22193': 0.1504246279398208, '35920': 0.15, '84032A': 0.1498959417148435, '21922': 0.1494612498134819, '21792': 0.1487044791289829, '22646': 0.14832396974191325, '21293': 0.1478442541909146, '22201': 0.1478442541909146, '20618': 0.14754222271266348, '22557': 0.1474237891054369, '23142': 0.14625448482542613, '84800L': 0.14625448482542613, '20780': 0.14518017554874818, '17091J': 0.14488358652488853, '23496': 0.14285714285714285, '90160C': 0.14285714285714285, '22156': 0.14285714285714282, '47503A': 0.13962222212149167, '51020B': 0.13552618543578768, '85104': 0.13552618543578768}",promising
17852.0,"{'84755': 0.1414921199926696, '21809': 0.14142135623730953, '22712': 0.1399599841051735, '23116': 0.1386750490563073, '23388': 0.1386750490563073, '23661': 0.1386750490563073, '21618': 0.13608276348795437, '23405': 0.13608276348795437, '23498': 0.13608276348795437, '23529': 0.13608276348795437, '23532': 0.13608276348795437, '23538': 0.13608276348795437, '84031A': 0.1345345587992625, '23367': 0.1315587028960544, '23490': 0.1307440900921227, '21812': 0.1307440900921227, '23392': 0.1307440900921227, '85032A': 0.12909944487358055, '22124': 0.12403473458920845, '23357': 0.12403473458920845}",need attention
17854.0,"{'21630': 0.16064386578049977, '22201': 0.16012815380508716, '23498': 0.16012815380508716, '22795': 0.15927332634046978, '21205': 0.15191090506255, '22162': 0.14824986333222026, '22202': 0.14824986333222026, '21464': 0.1448413648755803, '21807': 0.14322297480788657, '21454': 0.1386750490563073, '22212': 0.13730875909527246, '75049L': 0.13678822577626598, '21311': 0.1345345587992625, '84924A': 0.1345345587992625, '20777': 0.1307440900921227, '23490': 0.1307440900921227, '84820': 0.12725695259515554, '21418': 0.12403473458920845, '21818': 0.12136700910941023, '21811': 0.12009611535381537}",need attention
17855.0,"{'21716': 0.19906827984171396, '22139': 0.19640327458205475, '21559': 0.19396872060910134, '20725': 0.1926260650503149, '22545': 0.1923017659392628, '22544': 0.19084155837644812, '22629': 0.19025485853694038, '22556': 0.18898223650461363, '21913': 0.18840107319815266, '22328': 0.18724980453868956, '22531': 0.18602290120845694, '22636': 0.18388132451298367, '21715': 0.18306045920792788, '22623': 0.18287923898986375, '22554': 0.1826828286211265, '23190': 0.1807015805810503, '85227': 0.18036829916803737, '22745': 0.17491632305020674, '22382': 0.1685935129529577, '22748': 0.1625533033302505}",need attention
17856.0,"{'85038': 0.16724840200141816, '22156': 0.16674324221247894, '21821': 0.16666666666666666, '84947': 0.1661757475835969, '22796': 0.16583123951776998, '82483': 0.1655879066801368, '23110': 0.1645362954286044, '84625A': 0.16448792373994225, '21131': 0.16269784336399212, '23111': 0.16245910832216473, '21313': 0.1619552660357832, '22121': 0.16169041669088863, '22202': 0.16116459280507606, '84247G': 0.16116459280507606, '84637': 0.1599005372667078, '22088': 0.1598006930251483, '22766': 0.15011439666099277, '23334': 0.149071198499986, '23060': 0.14617633655117154, '84755': 0.1414921199926696}",promising
17857.0,"{'72818': 0.1850453700009003, '72802B': 0.18316875326179907, '22475': 0.18208926018230742, '22543': 0.17984719479905426, '22025': 0.17890661183303364, '21452': 0.17884073360395836, '22991': 0.17701588297094847, '22136': 0.17546560158589908, '21718': 0.17507524381296344, '22134': 0.17507524381296344, '22352': 0.17451525759125458, '23190': 0.17094086468945693, '23126': 0.16829045820152233, '22045': 0.1533328790143649, '22651': 0.15298449372125578, '22858': 0.15075567228888184, '16156L': 0.15075567228888181, '22139': 0.15003607069909064, '22957': 0.1499273381501255}",champion
17858.0,"{'20774': 0.1333333333333333, '21167': 0.1333333333333333, '22604': 0.13263952726932277, '21817': 0.1307440900921227, '22280': 0.1307440900921227, '15058B': 0.13074409009212268, '84968C': 0.12830005981991682, '21622': 0.12700012700019048, '21253': 0.1259881576697424, '84687': 0.1259881576697424, '21377': 0.12403473458920845, '23435': 0.12403473458920845, '23460': 0.12403473458920845, '21462': 0.12379689211803457, '20751': 0.11894020669001051, '85036B': 0.11826247919781652, '22308': 0.11566298639324805, '23096': 0.11359236684941297, '21285': 0.10540925533894598, '22953': 0.10259783520851541}",loyal customer
17859.0,"{'22908': 0.16601306937760898, '22446': 0.1649572197684645, '22453': 0.16448792373994225, '23230': 0.1640152563152608, '22452': 0.16366341767699427, '22396': 0.1628347368197324, '21028': 0.16169041669088863, '84673A': 0.16116459280507606, '22613': 0.16091967146673408, '84559B': 0.157485197087178, '47599B': 0.1559362351170901, '16054': 0.15430334996209194, '21027': 0.15430334996209194, '21098': 0.15430334996209194, '23016': 0.15430334996209194, '84985A': 0.15430334996209194, '22021': 0.1527207096642425, '51014A': 0.1527207096642425, '84789': 0.1515228816828316, '21578': 0.14978617237881955}",loose them
17860.0,"{'85150': 0.14282799726001058, '23184': 0.14244891395915252, '35968': 0.14173667737846019, '21111': 0.1414213562373095, '85032C': 0.1405456737852613, '21743': 0.13931955314383823, '23368': 0.1382602259640567, '21251': 0.13801311186847084, '21807': 0.13801311186847084, '23490': 0.13608276348795437, '21265': 0.13608276348795434, '23454': 0.13608276348795434, '90200E': 0.13608276348795434, '22846': 0.1329674376022855, '71038': 0.13245323570650436, '22075': 0.13181243254912406, '22927': 0.1315903389919538, '23302': 0.13060462968966788, '21742': 0.1301200097264711, '22095': 0.130066495428618}",need attention
17861.0,"{'23275': 0.13245323570650439, '22279': 0.13245323570650436, '22575': 0.13245323570650436, '18007': 0.1315903389919538, '47518F': 0.1315903389919538, '15036': 0.13065106689280268, '84843': 0.130051217752471, '23191': 0.12982269672237468, '20659': 0.1289651760438322, '15044C': 0.1283881477532739, '21949': 0.1283881477532739, '21829': 0.12687387174778522, '20615': 0.12683657235796025, '21640': 0.12683657235796025, '22069': 0.1264911064067352, '15044D': 0.12598815766974242, '85175': 0.12317900715887733, '84199': 0.12104550653376049, '21471': 0.12060453783110546, '22468': 0.11202240672224079}",promising
17862.0,"{'22479': 0.17221168004841608, '22417': 0.17120766282083952, '22328': 0.1688801323682996, '22367': 0.16789491124826708, '22423': 0.16517389512435257, '22561': 0.1623415406741603, '22501': 0.16162752485305049, '22961': 0.15961637426866132, '23091': 0.15666989036012804, '21621': 0.15540573797716228, '21878': 0.15491933384829668, '23298': 0.1523576430823951, '21922': 0.1518652793203999, '22488': 0.15127511611795638, '21912': 0.14969623771302396, '47566': 0.14691648787514128, '22720': 0.1460273520233138, '23229': 0.14535047493345277, '21217': 0.14403862827999164, '22493': 0.14048787173725408}",need attention
17863.0,"{'84569D': 0.15, '22395': 0.14907119849998596, '22786': 0.14907119849998596, '35648': 0.14907119849998596, '20681': 0.14757569038298454, '21340': 0.1469982651697643, '82494L': 0.14678528448536307, '20705': 0.14625448482542613, '22470': 0.14472281409735457, '22469': 0.14366614395332394, '22207': 0.14256648712805026, '84707B': 0.14221363894199318, '79190B': 0.14142135623730948, '82484': 0.14104313641214175, '15044B': 0.13900960937138318, '84509B': 0.13900960937138318, '85038': 0.1386750490563073, '84827': 0.13801311186847082, '85230G': 0.13693063937629152, '23289': 0.13459547551454137}",promising
17864.0,"{'22859': 0.13801311186847084, '72133': 0.13801311186847084, '22862': 0.13725270326150324, '23557': 0.13608276348795437, '23124': 0.13552618543578768, '20803': 0.13522468075656266, '21112': 0.13522468075656266, '21253': 0.13363062095621217, '22783': 0.13259870882635919, '23506': 0.1307440900921227, '22782': 0.13041013273932528, '23365': 0.1270001270001905, '23571': 0.1270001270001905, '22957': 0.12590183483831985, '23254': 0.1256629214830012, '22409': 0.12456821978060995, '23318': 0.1240729167463663, '21327': 0.12407291674636628, '85034B': 0.12344267996967351, '22432': 0.12242667355656799}",need attention
17865.0,"{'21286': 0.140028008402801, '84750B': 0.140028008402801, '85054': 0.13987572123604708, '21125': 0.13867504905630726, '22089': 0.1380770512334337, '35809A': 0.13750477455423168, '85016': 0.13719886811400706, '22030': 0.1362932551272764, '23356': 0.1355815361366601, '21109': 0.1348399724926484, '35810A': 0.1328422328310143, '84247G': 0.12964074471043288, '84951A': 0.12964074471043288, '22103': 0.12909944487358058, '84665': 0.12909944487358058, '22511': 0.1264911064067352, '37327': 0.1264911064067352, '22783': 0.12403473458920847, '22258': 0.12171612389003693, '21547': 0.11952286093343936}",loyal customer
17866.0,"{'22432': 0.1613587436920078, '21351': 0.16116459280507606, '22748': 0.15957672558078229, '84920': 0.15877683720748897, '22897': 0.1585073648686646, '22024': 0.15844235856087835, '23154': 0.15797289868880235, '22747': 0.1549826049695167, '84508B': 0.15430334996209194, '23199': 0.15246239465416128, '23184': 0.1521559372696227, '15060B': 0.151744244666721, '23308': 0.15035521186416326, '21556': 0.14888750009563956, '22541': 0.14824986333222026, '22199': 0.14790199457749043, '21187': 0.1458029608799511, '22246': 0.1458029608799511, '85135B': 0.1458029608799511, '22969': 0.14486000540427496}",need attention
17867.0,"{'84946': 0.1217161238900369, '22123': 0.1217161238900369, '23100': 0.12114063071860515, '22043': 0.11952286093343933, '85062': 0.117966388054349, '23298': 0.11754647359971149, '84347': 0.11561466260321597, '23220': 0.11547005383792514, '84563A': 0.1111111111111111, '23065': 0.11026356928399425, '20777': 0.10540925533894599, '79191B': 0.10540925533894598, '22141': 0.1025978352085154, '22316': 0.1025978352085154, '22591': 0.09999999999999999, '23344': 0.09938079899999064, '21640': 0.09759000729485331, '22181': 0.08944271909999159, '23461': 0.08944271909999159, '23494': 0.08944271909999159}",need attention
17869.0,"{'22190': 0.13977131156292244, '22811': 0.13977131156292244, '85035C': 0.1389425035941821, '20754': 0.1388888888888889, '22108': 0.1386750490563073, '22512': 0.1386750490563073, '22488': 0.1384489229805969, '22340': 0.13693063937629157, '22280': 0.13608276348795437, '22507': 0.13525532533308657, '22873': 0.13470397652008115, '21159': 0.13176156917368248, '21158': 0.13055824196677338, '22738': 0.12964074471043288, '23460': 0.12909944487358058, '22572': 0.12666009927622474, '21807': 0.12524485821702988, '21813': 0.12524485821702988, '22812': 0.12126781251816647}",need attention
17870.0,"{'23402': 0.11547005383792514, '21407': 0.1147078669352809, '23369': 0.11470786693528087, '23421': 0.11180339887498948, '90099': 0.11180339887498948, '23047': 0.1111111111111111, '21640': 0.1091089451179962, '21644': 0.1091089451179962, '23504': 0.10540925533894599, '22043': 0.10540925533894598, '22204': 0.10540925533894598, '23391': 0.10540925533894598, '22144': 0.10259783520851541, '23075': 0.10206207261596575, '85125': 0.10206207261596575, '21809': 0.1, '78124': 0.09622504486493763, '23144': 0.0950586375786717, '23119': 0.09284766908852593, '21205': 0.09128709291752768}",promising
17871.0,"{'22328': 0.19169353531940928, '22556': 0.19166296949998193, '23292': 0.18946331213195391, '85027L': 0.1849000654084097, '23190': 0.184875377503178, '22326': 0.18360550824787242, '22635': 0.18342535215472291, '23290': 0.18139731096043293, '84313C': 0.17213259316477406, '37327': 0.16666666666666666, '79000': 0.1649915822768611, '21401': 0.16037507477489604, '85159B': 0.15474611514754322, '21319': 0.15075567228888181, '79030D': 0.15075567228888181, '85145': 0.15075567228888181, '22040': 0.14907119849998596, '84823': 0.14907119849998596, '84819': 0.14506471329641488, '84660C': 0.14433756729740643}",need attention
17873.0,"{'21826': 0.1527207096642425, '11001': 0.15228622596829314, '47471': 0.15152288168283157, '22107': 0.15061880828219448, '21683': 0.1458029608799511, '72801C': 0.14433756729740646, '84637': 0.14433756729740646, '22195': 0.14357683075131603, '15030': 0.14285714285714285, '20657': 0.14285714285714285, '21125': 0.14285714285714285, '22209': 0.14285714285714285, '22953': 0.1324532357065044, '72800C': 0.12909944487358058, '84569B': 0.12309149097933275, '35915B': 0.11785113019775795, '22656': 0.11322770341445959, '72800D': 0.10910894511799621, '84584': 0.10910894511799621, '84968F': 0.10910894511799621}",promising
17874.0,"{'47566B': 0.13721510754924343, '23391': 0.13693063937629157, '21822': 0.13608276348795434, '21849': 0.13608276348795434, '23047': 0.13608276348795434, '22507': 0.13525532533308657, '22873': 0.13470397652008115, '75049L': 0.1342312110428049, '22069': 0.1264911064067352, '23280': 0.12199885626608374, '21471': 0.12060453783110546, '22899': 0.117108008753824, '20750': 0.11547005383792516, '21245': 0.11428571428571428, '22434': 0.1131370849898476, '22468': 0.11202240672224079, '22747': 0.1118033988749895, '23281': 0.10954451150103323, '21244': 0.10910894511799621, '23347': 0.10690449676496977}",need attention
17877.0,"{'11001': 0.17711588977924012, '23307': 0.1767937479851728, '22557': 0.17560627395334327, '85099B': 0.17518582316850068, '22558': 0.1746075739423945, '22090': 0.17432038578211329, '20723': 0.17429786813223802, '18098C': 0.17407765595569782, '21058': 0.17310268341967494, '22138': 0.17116008485592463, '23077': 0.16451245200745984, '21915': 0.16358656234630542, '22548': 0.15998258272608307, '23238': 0.15321285325897385, '23080': 0.15072142131211605, '23309': 0.14687570531423114, '21914': 0.1463292770697316, '22607': 0.14535047493345277, '22617': 0.1399851273702834, '22712': 0.1399599841051735}",need attention
17878.0,"{'20728': 0.1325789350496217, '21293': 0.13245323570650439, '84985A': 0.13245323570650439, '21810': 0.13176156917368248, '23323': 0.1315587028960544, '82616B': 0.1315587028960544, '22079': 0.13006649542861798, '85040B': 0.13006649542861798, '84660B': 0.12964074471043288, '23058': 0.12909944487358058, '23413': 0.12909944487358058, '22602': 0.12630179559013455, '72349B': 0.12565617248750865, '40016': 0.12478354962115543, '21470': 0.12373764497794919, '22165': 0.12262786789699316, '22346': 0.12262786789699316, '22194': 0.12126781251816648, '22078': 0.11946953821789978, '21592': 0.11894651701745161}",need attention
17879.0,"{'79163': 0.18898223650461363, '21292': 0.1889822365046136, '71406C': 0.1889822365046136, '84678': 0.1889822365046136, '21670': 0.18879503265826578, '85144': 0.1860968420796942, '72122': 0.18605210188381271, '21673': 0.18428853505018536, '23037': 0.1825741858350554, '84875B': 0.1825741858350554, '22309': 0.18257418583505539, '85199L': 0.17928429140015906, '18094C': 0.1781741612749496, '20794': 0.1781741612749496, '47343A': 0.1781741612749496, '20619': 0.16903085094570333, '47021G': 0.16903085094570333, '22129': 0.16718346377260587, '23335': 0.16718346377260587, '85183B': 0.1649572197684645}",need attention
17880.0,"{'22983': 0.14426644752600448, '35968': 0.14173667737846019, '21743': 0.13931955314383823, '37413': 0.13912166872805048, '21251': 0.13801311186847084, '21807': 0.13801311186847084, '20830': 0.13801311186847084, '22321': 0.1348399724926484, '22997': 0.13445852909056286, '21456': 0.1333333333333333, '35810B': 0.1333333333333333, '77101A': 0.1333333333333333, '79302M': 0.1333333333333333, '84898F': 0.1333333333333333, '22846': 0.1329674376022855, '22075': 0.13181243254912406, '22927': 0.1315903389919538, '23302': 0.13060462968966788, '22095': 0.130066495428618, '21043': 0.12565617248750865}",need attention
17881.0,"{'22501': 0.15891043154093204, '84849A': 0.15891043154093204, '22443': 0.15877683720748892, '22193': 0.15859036992388778, '20654': 0.15811388300841897, '20836': 0.15811388300841897, '84600': 0.15811388300841897, '85114A': 0.15811388300841897, '23091': 0.15644655469368593, '22913': 0.1540912490371446, '21784': 0.1533929977694741, '21786': 0.15304883036657307, '22415': 0.15130688316720065, '21172': 0.15114173098063569, '21906': 0.15017021115565554, '22840': 0.14992505620316596, '22907': 0.1498055183488555, '35004B': 0.149071198499986, '21770': 0.14831640277153657, '22665': 0.14428421761260582}",loose them
17883.0,"{'23356': 0.1284985132406471, '21829': 0.12687387174778522, '21640': 0.12683657235796025, '72349B': 0.12565617248750865, '23046': 0.125, '84457': 0.125, '21470': 0.12373764497794919, '85175': 0.12317900715887733, '22165': 0.12262786789699316, '22346': 0.12262786789699316, '23551': 0.12171612389003691, '23581': 0.12171612389003691, '22078': 0.11946953821789978, '21922': 0.11624763874381928, '21014': 0.11180339887498948, '23125': 0.11180339887498948, '35819B': 0.11180339887498948, '22051': 0.10425720702853739, '23394': 0.10425720702853739, '21809': 0.1}",need attention
